大陆新闻,#genre#
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8

CCTV1,https://epg.pw/stream/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.ctv
CCTV2,https://epg.pw/stream/e1dc96915d2db9becf6a22f88cfa287e3b2b9a510649ba8c989e7609059fd20b.m3u8
CCTV4,https://epg.pw/stream/43229ec03f2ba5352c33770df9061aa26a5624068b51b1c1ed9ab98c9109acf6.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.134.65.175/PLTV/88888888/224/3221225797/index.m3u8

CCTV9,https://epg.pw/stream/8a99231be509bad4d51d74a2627680b3a42f0a75872d75a0089ca362c99fa7fb.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.67.99/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.66.46/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.179/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.181/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.166/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.183/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.173/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8?blog.ntnas.top


CCTV13,https://epg.pw/stream/81625edf2cc9baae0d7f7cf1e070e6ba05b2acd4056442384577655089e0843c.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13,http://120.196.232.22:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8?blog.ntnas.top
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8

CCTV6,https://epg.pw/stream/7bbfe5fb8392af3f4ffdc18217c886d0937de05315ed7980dc17d9578d4411ac.m3u8

北京卫视,https://epg.pw/stream/a0a46ff7e1c14c381bd43126229dc613da432bbe2f91bd12323c1ef29e95b964.m3u8
辽宁卫视,https://epg.pw/stream/4fa75925fb00aa051c6819346628eb0cd8bafd14f8231c9166b8a5209111db07.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/1.m3u8


江西赣州电信,#genre#

世界地理,http://gzly.hkychina.com:6001/udp/239.252.219.93:5140
求索记录,http://gzly.hkychina.com:6001/udp/239.252.220.224:5140
CHC高清电影,http://gzly.hkychina.com:6001/udp/239.252.219.83:5140
CHC家庭影院,http://gzly.hkychina.com:6001/udp/239.252.219.84:5140
CHC动作电影,http://gzly.hkychina.com:6001/udp/239.252.219.85:5140

CCTV1,http://gzly.hkychina.com:6001/udp/239.252.219.200:5140
CCTV2,http://gzly.hkychina.com:6001/udp/239.252.220.183:5140
CCTV3,http://gzly.hkychina.com:6001/udp/239.252.219.252:5140
CCTV3,http://gzly.hkychina.com:6001/udp/239.252.220.193:5140
CCTV4,http://gzly.hkychina.com:6001/udp/239.252.220.184:5140
CCTV5,http://gzly.hkychina.com:6001/udp/239.252.219.198:5140
CCTV5,http://gzly.hkychina.com:6001/udp/239.252.219.236:5140
CCTV5+,http://gzly.hkychina.com:6001/udp/239.252.219.72:5140
CCTV6,http://gzly.hkychina.com:6001/udp/239.252.219.237:5140
CCTV6,http://gzly.hkychina.com:6001/udp/239.252.220.195:5140
CCTV7,http://gzly.hkychina.com:6001/udp/239.252.220.185:5140
CCTV8,http://gzly.hkychina.com:6001/udp/239.252.219.253:5140
CCTV8,http://gzly.hkychina.com:6001/udp/239.252.220.196:5140
CCTV9,http://gzly.hkychina.com:6001/udp/239.252.220.186:5140
CCTV10,http://gzly.hkychina.com:6001/udp/239.252.220.91:5140
CCTV11,http://gzly.hkychina.com:6001/udp/239.252.219.78:5140
CCTV12,http://gzly.hkychina.com:6001/udp/239.252.220.187:5140
CCTV13,http://gzly.hkychina.com:6001/udp/239.252.219.139:5140
CCTV14,http://gzly.hkychina.com:6001/udp/239.252.220.92:5140
CCTV15,http://gzly.hkychina.com:6001/udp/239.252.219.79:5140
CCTV17,http://gzly.hkychina.com:6001/udp/239.252.220.192:5140

北京卫视,http://gzly.hkychina.com:6001/udp/239.252.219.206:5140
东方卫视,http://gzly.hkychina.com:6001/udp/239.252.219.229:5140
浙江卫视,http://gzly.hkychina.com:6001/udp/239.252.219.210:5140
江苏卫视,http://gzly.hkychina.com:6001/udp/239.252.219.214:5140
湖南卫视,http://gzly.hkychina.com:6001/udp/239.252.219.201:5140
深圳卫视,http://gzly.hkychina.com:6001/udp/239.252.219.212:5140
广东卫视,http://gzly.hkychina.com:6001/udp/239.252.219.213:5140
甘肃卫视,http://gzly.hkychina.com:6001/udp/239.252.219.140:5140
海南卫视,http://gzly.hkychina.com:6001/udp/239.252.219.178:5140
广西卫视,http://gzly.hkychina.com:6001/udp/239.252.219.183:5140
云南卫视,http://gzly.hkychina.com:6001/udp/239.252.219.185:5140
天津卫视,http://gzly.hkychina.com:6001/udp/239.252.219.187:5140
天津卫视,http://gzly.hkychina.com:6001/udp/239.252.220.61:5140
湖北卫视,http://gzly.hkychina.com:6001/udp/239.252.219.208:5140
山东卫视,http://gzly.hkychina.com:6001/udp/239.252.219.228:5140
辽宁卫视,http://gzly.hkychina.com:6001/udp/239.252.220.62:5140
江西卫视,http://gzly.hkychina.com:6001/udp/239.252.220.63:5140
东南卫视,http://gzly.hkychina.com:6001/udp/239.252.220.82:5140
安徽卫视,http://gzly.hkychina.com:6001/udp/239.252.220.83:5140
四川卫视,http://gzly.hkychina.com:6001/udp/239.252.220.93:5140
重庆卫视,http://gzly.hkychina.com:6001/udp/239.252.220.94:5140
河北卫视,http://gzly.hkychina.com:6001/udp/239.252.220.154:5140
吉林卫视,http://gzly.hkychina.com:6001/udp/239.252.220.188:5140
贵州卫视,http://gzly.hkychina.com:6001/udp/239.252.220.190:5140
河南卫视,http://gzly.hkychina.com:6001/udp/239.252.220.189:5140
黑龙江卫视,http://gzly.hkychina.com:6001/udp/239.252.219.211:5140



广西南宁电信,#genre#
CCTV1,http://220.173.26.219:5678/udp/239.81.0.102:4056
CCTV1,http://220.173.26.219:5678/udp/239.81.0.13:4056
CCTV2,http://220.173.26.219:5678/udp/239.81.0.115:4056
CCTV2,http://220.173.26.219:5678/udp/239.81.0.14:4056
CCTV3,http://220.173.26.219:5678/udp/239.81.0.231:4056
CCTV4,http://220.173.26.219:5678/udp/239.81.0.96:4056
CCTV4,http://220.173.26.219:5678/udp/239.81.0.16:4056
CCTV5,http://220.173.26.219:5678/udp/239.81.0.232:4056
CCTV5＋,http://220.173.26.219:5678/udp/239.81.0.101:4056
CCTV6,http://220.173.26.219:5678/udp/239.81.0.233:4056
CCTV7,http://220.173.26.219:5678/udp/239.81.0.116:4056
CCTV7,http://220.173.26.219:5678/udp/239.81.0.19:4056
CCTV8,http://220.173.26.219:5678/udp/239.81.0.234:4056
CCTV9,http://220.173.26.219:5678/udp/239.81.0.117:4056
CCTV9,http://220.173.26.219:5678/udp/239.81.0.21:4056
CCTV10,http://220.173.26.219:5678/udp/239.81.0.118:4056
CCTV10,http://220.173.26.219:5678/udp/239.81.0.22:4056
CCTV11,http://220.173.26.219:5678/udp/239.81.0.229:4056
CCTV11,http://220.173.26.219:5678/udp/239.81.0.23:4056
CCTV12,http://220.173.26.219:5678/udp/239.81.0.119:4056
CCTV12,http://220.173.26.219:5678/udp/239.81.0.24:4056
CCTV13,http://220.173.26.219:5678/udp/239.81.0.26:4056
CCTV13,http://220.173.26.219:5678/udp/239.81.0.206:4056
CCTV14,http://220.173.26.219:5678/udp/239.81.0.120:4056
CCTV14,http://220.173.26.219:5678/udp/239.81.0.25:4056
CCTV15,http://220.173.26.219:5678/udp/239.81.0.230:4056
CCTV15,http://220.173.26.219:5678/udp/239.81.0.27:4056
CCTV17,http://220.173.26.219:5678/udp/239.81.0.228:4056
CCTV17,http://220.173.26.219:5678/udp/239.81.0.227:4056
北京卫视,http://220.173.26.219:5678/udp/239.81.0.109:4056
北京卫视,http://220.173.26.219:5678/udp/239.81.0.30:4056
天津卫视,http://220.173.26.219:5678/udp/239.81.0.113:4056
天津卫视,http://220.173.26.219:5678/udp/239.81.0.50:4056
东方卫视,http://220.173.26.219:5678/udp/239.81.0.111:4056
东方卫视,http://220.173.26.219:5678/udp/239.81.0.29:4056
东方财经,http://220.173.26.219:5678/udp/239.81.0.76:4056
重庆卫视,http://220.173.26.219:5678/udp/239.81.0.47:4056
浙江卫视,http://220.173.26.219:5678/udp/239.81.0.108:4056
浙江卫视,http://220.173.26.219:5678/udp/239.81.0.31:4056
安徽卫视,http://220.173.26.219:5678/udp/239.81.0.211:4056
安徽卫视,http://220.173.26.219:5678/udp/239.81.0.37:4056
江苏卫视,http://220.173.26.219:5678/udp/239.81.0.106:4056
江苏卫视,http://220.173.26.219:5678/udp/239.81.0.34:4056
山东卫视,http://220.173.26.219:5678/udp/239.81.0.114:4056
山东卫视,http://220.173.26.219:5678/udp/239.81.0.39:4056
辽宁卫视,http://220.173.26.219:5678/udp/239.81.0.210:4056
辽宁卫视,http://220.173.26.219:5678/udp/239.81.0.35:4056
吉林卫视,http://220.173.26.219:5678/udp/239.81.0.58:4056
黑龙江视,http://220.173.26.219:5678/udp/239.81.0.105:4056
黑龙江视,http://220.173.26.219:5678/udp/239.81.0.33:4056
内蒙古视,http://220.173.26.219:5678/udp/239.81.0.54:4056
宁夏卫视,http://220.173.26.219:5678/udp/239.81.0.60:4056
甘肃卫视,http://220.173.26.219:5678/udp/239.81.0.207:4056
青海卫视,http://220.173.26.219:5678/udp/239.81.0.53:4056
新疆卫视,http://220.173.26.219:5678/udp/239.81.0.46:4056
兵团卫视,http://220.173.26.219:5678/udp/239.81.0.213:4056
西藏卫视,http://220.173.26.219:5678/udp/239.81.0.55:4056
云南卫视,http://220.173.26.219:5678/udp/239.81.0.45:4056
四川卫视,http://220.173.26.219:5678/udp/239.81.0.130:4056
四川卫视,http://220.173.26.219:5678/udp/239.81.0.43:4056
贵州卫视,http://220.173.26.219:5678/udp/239.81.0.95:4056
贵州卫视,http://220.173.26.219:5678/udp/239.81.0.56:4056
海南卫视,http://220.173.26.219:5678/udp/239.81.0.48:4056
三沙卫视,http://220.173.26.219:5678/udp/239.81.0.242:4056
广东卫视,http://220.173.26.219:5678/udp/239.81.0.104:4056
广东卫视,http://220.173.26.219:5678/udp/239.81.0.36:4056
南方卫视,http://220.173.26.219:5678/udp/239.81.0.32:4056
深圳卫视,http://220.173.26.219:5678/udp/239.81.0.103:4056
深圳卫视,http://220.173.26.219:5678/udp/239.81.0.57:4056
湖南卫视,http://220.173.26.219:5678/udp/239.81.0.110:4056
湖南卫视,http://220.173.26.219:5678/udp/239.81.0.40:4056
湖北卫视,http://220.173.26.219:5678/udp/239.81.0.112:4056
湖北卫视,http://220.173.26.219:5678/udp/239.81.0.41:4056
陕西卫视,http://220.173.26.219:5678/udp/239.81.0.89:4056
山西卫视,http://220.173.26.219:5678/udp/239.81.0.49:4056
河南卫视,http://220.173.26.219:5678/udp/239.81.0.44:4056
河北卫视,http://220.173.26.219:5678/udp/239.81.0.94:4056
河北卫视,http://220.173.26.219:5678/udp/239.81.0.51:4056
江西卫视,http://220.173.26.219:5678/udp/239.81.0.204:4056
江西卫视,http://220.173.26.219:5678/udp/239.81.0.38:4056
东南卫视,http://220.173.26.219:5678/udp/239.81.0.215:4056
东南卫视,http://220.173.26.219:5678/udp/239.81.0.59:4056
厦门卫视,http://220.173.26.219:5678/udp/239.81.0.212:4056






港台新闻,#genre#

TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8 


凤凰资讯,http://home.suerwei.net:64444/udp/239.93.0.118:2191
凤凰资讯,http://home.suerwei.net:64444/udp/239.93.1.4:2191
凤凰资讯,http://v4.vlanhub.com:8188/udp/239.93.0.118:2191
凤凰资讯,http://v4.vlanhub.com:8188/udp/239.93.1.4:2191

凤凰资讯,https://2.zyb.xyz:8848/udp/239.93.1.4:2191
凤凰资讯,https://2.zyb.xyz:8848/udp/239.93.0.118:2191
凤凰资讯,https://2.zyb.xyz:8848/udp/239.93.1.4:2191

凤凰中文频道,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰中文频道,http://171.88.35.80:4000/udp/239.93.0.162:2192

凤凰资讯频道,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰中文台,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯台,http://112.19.171.156:9999/udp/239.93.0.118:2191

凤凰中文,http://220.185.84.34:4022/rtp/233.50.200.191:5140
凤凰资讯,http://220.185.84.34:4022/rtp/233.50.200.192:5140



纬来日本,rtmp://9sv2.mine.nu/sat/tv771



环球新闻,#genre#

ABC AU,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8
ABC AU,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
ABC AU,https://epg.pw/stream/fcb09c33bbbe99b49dae9289f6d14bde869bd40eb470602eb36c25b293686be6.m3u8
ABC AU,https://epg.pw/stream/bd50c2ea008649ce86116a73e507daf134831c412bdadf73426bf370a457ca37.m3u8


Al Jazeera,http://live-hls-web-aje.getaj.net/AJE/06.m3u8
Al Jazeera,https://live-hls-aje-ak.getaj.net/AJE/01.m3u8
Al Jazeera,https://live-hls-web-aje.getaj.net/AJE/02.m3u8

Bloomberg,https://0984ed0046994029aafaa07692005474.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung_Bloomberg/playlist.m3u8

Bloomberg,https://a13fc3f7cd9845618e1ac8e07285bc4e.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung-fr_Bloomberg/playlist.m3u8?ads.wurl_channel=389&ads.wurl_name=Bloomberg&ads.psid=%7BPSID%7D&ads.targetopt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.coppa=0&ads.consent=%7BTC_STRING%7D

CNN,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/playlist.m3u8


FOX News,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
FOX News,https://epg.pw/stream/694056fd77b0caa423f375aec7ee243a5313523268126e3cc3ca59bd6247efce.m3u8
FOX News,https://epg.pw/stream/d82728f35f80b0187bfc382d5c8c4f6ae687a1c6921f4c3776d1fd8f63c2e5f4.m3u8


Global News,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/live-audio_1=96000-video=2499968.m3u8
Global News,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/master.m3u8
Global News,https://epg.pw/stream/089112f4cbf077bc53d16083a94d76bbd51ac45f92aed1754b1748c4ba467b7e.m3u8
Global News,https://epg.pw/stream/96ac7230d57efbc574425f0036f1b13ecc58242a8da438f34bd7079ef41255d1.m3u8
Global News,https://epg.pw/stream/daf30a3d9bd77b94fc10f1b71872994db13fc8a14238fa4907b08d22c89eda72.m3u8
Global News,https://epg.pw/stream/d840085ce7f26e36a60829e43c24f4a24c4546ea1d4c9a24ece4a462a707065b.m3u8



NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
NHK World,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/sycc-live/zh/playlist.m3u8
NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
NHK World,https://epg.pw/stream/bef8cba2d8138b68bfe911a67fbd82c5001a748c6aede3fabdb5b5712964eb53.m3u8
NHK World,https://epg.pw/stream/ee16272ec01227a617e730dc9e9caffe8e431633ab0f383022d8eb667d2f3c71.m3u8
NHK World,https://epg.pw/stream/ee16272ec01227a617e730dc9e9caffe8e431633ab0f383022d8eb667d2f3c71.m3u8
NHK World,https://epg.pw/stream/de13e87b8eb00f0cf6d1daaf2faf83e60d17eacc30240fa9a98110a123fa8ead.m3u8


Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8

TRT World,https://tv-trtworld.live.trt.com.tr/master.m3u8
TRT World,https://tv-trtworld.live.trt.com.tr/master_1080.m3u8

TRT World,https://epg.pw/stream/e7d9d86e0868cc58d48c23b03a0a0c16498c6e59e9cd7bd341f098bf583cd3d6.m3u8

TRT World,https://epg.pw/stream/6fe0f61fc374bdbb797bbdb5f6bbea1255f6b7a9738392e323bebdb3b910971f.m3u8


RT News,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT News,https://epg.pw/stream/f9c788c69ab548b171557c888fa059f0e81878eb06852d08b9846d2f92fd8bb2.m3u8
RT News,https://epg.pw/stream/49d434d880a98ebcd90a8c803756c85721f7590f66239522d0f7410d2b87b4fd.m3u8
RT News,https://rt-glb.rttv.com/live/rtnews/playlist.m3u8


Ukraine TV 7,http://cdn10.live-tv.od.ua:8081/7tvod/7tvod/playlist.m3u8

Nipon 24,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8






环球生活,#genre#


TLC旅游生活,http://198.16.100.90:8278/tlc_twn/playlist.m3u8?tid=MA0A5904082259040822&ct=19226&tsum=8fa7deead1d4b260825af15bc7378132

求索纪录,http://39.134.65.208/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://39.134.65.208/PLTV/88888888/224/3221225728/index.m3u8
求索动物,http://39.134.65.208/PLTV/88888888/224/3221225730/index.m3u8
求索生活,http://39.134.65.208/PLTV/88888888/224/3221225715/index.m3u8

Animal Planet,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
LOVE NATURE,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8


Fashion TV,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
Fashion TV,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
Fashion TV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
Fashion TV,http://185.236.229.31:9981/play/a07w
Fashion TV,http://185.236.229.31:9981/play/a07v
Fashion TV,http://185.236.229.31:9981/play/a07u



The Guardian,https://0d0239e437124ddcb8090d815caf4013.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/Samsung-gb_TheGuardianChannel/playlist.m3u8?ads.wurl_channel=1034&ads.wurl_name=TheGuardianChannel&ads.coppa=0&ads.psid=%7BPSID%7D&ads.targetopt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.consent=%7BTC_STRING%7D


Midsomer Murders,https://d33bth8owvmhra.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-mxz7f6wnov5gu-ssai-prd/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D


Deal or No Deal,https://dupsehd9sd6ra.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-dabu20bb1iisi-prod/amgdealornodeal/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D

Game Show Central,https://cf289725d35440ecb69f75421bd40fa5.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/Samsung-ca_GameShowCentral/playlist.m3u8?ads.wurl_channel=416&ads.wurl_name=GameShowCentral&ads.coppa=0&ads.psid=%7BPSID%7D&ads.targetopt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D



TJB,http://1.245.74.5:1935/live/tv/.m3u8

SBS,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8


音乐,#genre#
MTV 00s,http://5.188.182.226:8080/Ferranhug/WaYwqgVj9Z5k/362

MUSIC POP,https://epg.pw/stream/9b89c5fb6e28d7401dc76574acf3bd8cb963b758a3b94e6abc023f3f5de3ca8b.m3u8
M2,http://live.m2.tv/hls3/stream.m3u8



格莱美音乐,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8

Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8




韩国生活,#genre#

Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8

KBS WORLD,https://epg.pw/stream/28f3524227d84af6a4dc48691f493d0ae706daf74d57d5d1cff32c41b284c98e.m3u8
